,matchid,teamid,firstblood,firsttower,firstinhib,firstbaron,firstdragon,firstharry,towerkills,inhibkills,baronkills,dragonkills,harrykills
271442,139224,100,0,0,0,0,0,0,2,0,0,0,0
271443,139224,200,1,1,1,1,1,0,6,1,1,3,0
271444,139225,100,0,0,1,0,0,1,9,1,0,1,1
271445,139225,200,1,1,0,0,1,0,1,0,0,2,0
271446,139226,100,0,1,1,1,0,0,11,2,1,0,0
271447,139226,200,1,0,0,0,1,0,5,0,0,3,0
271448,139227,100,0,1,1,1,1,0,11,3,1,2,0
271449,139227,200,1,0,0,0,0,0,2,0,0,2,0
271450,139228,100,1,1,0,0,0,0,3,0,0,0,0
271451,139228,200,0,0,1,1,1,0,10,4,3,5,0
271452,139229,100,0,0,0,0,0,0,1,0,0,0,0
271453,139229,200,1,1,0,0,1,1,6,0,0,3,1
271454,139230,100,1,0,0,1,1,0,7,0,2,3,0
271455,139230,200,0,1,1,0,0,1,7,1,0,1,1
271456,139231,100,0,1,1,1,0,0,8,1,1,1,0
271457,139231,200,1,0,0,0,1,1,6,0,0,2,1
271458,139232,100,1,1,1,1,1,0,11,5,1,3,0
271459,139232,200,0,0,0,0,0,0,7,0,0,0,0
271460,139233,100,1,0,1,1,1,0,10,2,1,2,0
271461,139233,200,0,1,0,0,0,0,4,0,0,1,0
271462,139234,100,0,0,0,0,0,0,0,0,0,0,0
271463,139234,200,1,1,1,1,1,1,10,3,1,3,1
271464,139235,100,1,0,0,0,0,0,2,0,0,0,0
271465,139235,200,0,1,1,1,1,0,11,4,1,4,0
271466,139236,100,1,0,0,0,0,0,2,0,0,0,0
271467,139236,200,0,1,1,0,1,1,10,2,0,2,1
271468,139237,100,0,0,0,0,0,0,0,0,0,0,0
271469,139237,200,1,1,1,0,1,0,11,3,0,1,0
271470,139238,100,0,0,0,0,0,0,1,0,0,0,0
271471,139238,200,1,1,1,1,1,0,11,3,1,2,0
271472,139239,100,1,1,1,0,1,0,8,1,0,3,0
271473,139239,200,0,0,0,0,0,0,0,0,0,0,0
271474,139240,100,1,0,0,0,0,0,9,2,0,3,0
271475,139240,200,0,1,1,1,1,0,8,2,1,1,0
271476,139241,100,1,1,1,0,1,0,10,2,0,2,0
271477,139241,200,0,0,0,0,0,0,2,0,0,0,0
271478,139242,100,1,1,1,1,0,0,11,3,2,4,0
271479,139242,200,0,0,0,0,1,0,3,0,0,1,0
271480,139243,100,0,1,1,1,0,0,11,4,2,2,0
271481,139243,200,1,0,0,0,1,0,3,0,0,2,0
271482,139244,100,0,0,1,0,0,0,9,2,0,1,0
271483,139244,200,1,1,0,0,1,0,6,1,0,1,0
271484,139245,100,1,0,1,1,1,0,11,3,1,3,0
271485,139245,200,0,1,0,0,0,0,3,0,0,0,0
271486,139246,100,1,0,1,0,0,0,8,1,0,1,0
271487,139246,200,0,1,0,1,1,0,5,0,1,2,0
271488,139247,100,0,1,1,0,1,0,10,2,0,2,0
271489,139247,200,1,0,0,0,0,0,0,0,0,0,0
271490,139248,100,0,0,0,0,0,0,1,0,0,0,0
271491,139248,200,1,1,1,1,1,0,11,3,2,4,0
271492,139249,100,0,1,0,0,1,0,4,0,0,1,0
271493,139249,200,1,0,1,1,0,1,11,6,1,3,1
271494,139250,100,0,0,0,0,0,0,2,0,0,0,0
271495,139250,200,1,1,1,1,1,1,10,3,1,4,1
271496,139251,100,1,1,1,1,0,0,9,1,1,2,0
271497,139251,200,0,0,0,0,1,0,3,0,0,2,0
271498,139252,100,1,0,0,1,0,0,4,0,1,1,0
271499,139252,200,0,1,1,0,1,0,11,3,1,4,0
271500,139253,100,1,1,0,0,0,0,11,3,1,3,0
271501,139253,200,0,0,1,1,1,1,7,1,1,3,1
271502,139254,100,1,1,1,1,1,1,9,2,1,1,1
271503,139254,200,0,0,0,0,0,0,2,0,0,1,0
271504,139255,100,1,0,0,1,0,0,10,1,1,1,0
271505,139255,200,0,1,1,0,1,0,8,3,0,4,0
271506,139256,100,0,1,1,0,1,0,11,3,0,3,0
271507,139256,200,1,0,0,0,0,0,2,0,0,0,0
271508,139257,100,0,1,1,0,1,0,11,5,0,4,0
271509,139257,200,1,0,0,1,0,0,3,0,1,0,0
271510,139258,100,1,0,0,0,1,0,0,0,0,1,0
271511,139258,200,0,1,1,1,0,0,10,2,1,1,0
271512,139259,100,0,0,0,1,0,0,1,0,1,1,0
271513,139259,200,1,1,1,0,1,0,9,3,0,2,0
271514,139260,100,1,0,0,0,1,0,3,0,0,1,0
271515,139260,200,0,1,1,1,0,0,11,4,1,3,0
271516,139261,100,1,0,1,1,0,0,10,2,1,2,0
271517,139261,200,0,1,0,0,1,0,4,0,0,3,0
271518,139262,100,0,1,1,0,0,0,11,3,0,2,0
271519,139262,200,1,0,0,1,1,1,1,0,2,1,1
271520,139263,100,0,1,0,0,0,0,4,0,0,1,0
271521,139263,200,1,0,1,1,1,0,7,1,1,2,0
271522,139264,100,1,1,1,1,1,0,11,3,1,2,0
271523,139264,200,0,0,0,0,0,0,0,0,0,0,0
271524,139265,100,1,1,1,1,1,1,11,1,1,3,1
271525,139265,200,0,0,0,0,0,0,1,0,0,0,0
271526,139266,100,1,0,0,0,0,0,8,2,1,2,0
271527,139266,200,0,1,1,1,1,0,8,3,1,3,0
271528,139267,100,0,1,1,1,0,0,7,1,1,2,0
271529,139267,200,1,0,0,0,1,0,7,0,0,2,0
271530,139268,100,0,1,1,0,0,0,10,1,0,2,0
271531,139268,200,1,0,0,1,1,0,3,0,1,2,0
271532,139269,100,1,0,0,0,0,0,2,0,0,1,0
271533,139269,200,0,1,1,1,1,0,11,1,1,3,0
271534,139270,100,1,1,1,1,1,0,11,3,1,2,0
271535,139270,200,0,0,0,0,0,0,2,0,0,1,0
271536,139271,100,1,1,1,0,0,0,7,2,0,1,0
271537,139271,200,0,0,0,1,1,0,10,2,2,4,0
271538,139272,100,1,0,0,0,0,0,2,0,0,0,0
271539,139272,200,0,1,0,0,1,0,7,0,0,2,0
271540,139273,100,0,1,1,0,1,1,10,3,0,2,1
271541,139273,200,1,0,0,0,0,0,0,0,0,0,0
271542,139274,100,1,1,0,0,1,1,11,3,1,4,1
271543,139274,200,0,0,1,1,0,0,9,2,2,1,0
271544,139275,100,1,1,1,1,1,1,11,2,1,2,1
271545,139275,200,0,0,0,0,0,0,2,0,0,0,0
271546,139276,100,0,1,0,0,0,0,2,0,0,0,0
271547,139276,200,1,0,1,1,1,0,7,2,1,3,0
271548,139277,100,1,1,0,0,1,0,4,0,0,1,0
271549,139277,200,0,0,1,1,0,0,10,2,1,3,0
271550,139278,100,0,0,1,1,0,0,10,1,1,2,0
271551,139278,200,1,1,0,0,1,0,4,0,0,1,0
271552,139279,100,1,0,0,0,0,0,1,0,0,0,0
271553,139279,200,0,1,1,1,1,0,11,5,1,2,0
271554,139280,100,1,1,0,0,0,0,6,0,0,2,0
271555,139280,200,0,0,1,1,1,0,8,1,1,2,0
271556,139281,100,0,0,0,0,1,0,2,0,0,1,0
271557,139281,200,1,1,1,0,0,0,9,2,0,3,0
271558,139282,100,1,0,1,1,1,0,10,2,1,2,0
271559,139282,200,0,1,0,0,0,0,4,0,0,2,0
271560,139283,100,0,0,0,0,0,0,0,0,0,0,0
271561,139283,200,1,1,1,1,1,1,9,1,1,2,1
271562,139284,100,1,1,1,1,1,1,9,1,1,3,1
271563,139284,200,0,0,0,0,0,0,2,0,0,0,0
271564,139285,100,1,1,1,0,1,0,9,1,0,1,0
271565,139285,200,0,0,0,0,0,0,4,0,0,3,0
271566,139286,100,0,0,1,0,1,0,6,1,0,3,0
271567,139286,200,1,1,0,0,0,0,1,0,0,0,0
271568,139287,100,0,0,1,1,1,1,11,4,1,4,1
271569,139287,200,1,1,0,0,0,0,1,0,0,0,0
271570,139288,100,0,0,0,0,0,0,1,0,0,1,0
271571,139288,200,1,1,1,1,1,0,9,2,1,2,0
271572,139289,100,1,1,1,1,1,1,9,1,1,3,1
271573,139289,200,0,0,0,0,0,0,0,0,0,0,0
271574,139290,100,1,1,1,0,1,0,7,1,0,3,0
271575,139290,200,0,0,0,0,0,0,0,0,0,0,0
271576,139291,100,0,0,1,1,0,0,10,2,1,1,0
271577,139291,200,1,1,0,0,1,0,3,0,0,2,0
271578,139292,100,1,1,0,0,0,0,3,0,0,0,0
271579,139292,200,0,0,1,1,1,0,8,1,1,2,0
271580,139293,100,1,1,1,0,1,0,11,3,0,3,0
271581,139293,200,0,0,0,0,0,0,2,0,0,0,0
271582,139294,100,1,1,1,0,1,0,11,3,0,4,0
271583,139294,200,0,0,0,1,0,0,3,0,1,0,0
271584,139295,100,1,0,0,0,1,0,5,0,0,1,0
271585,139295,200,0,1,1,1,0,0,11,3,1,2,0
271586,139296,100,1,0,0,0,0,0,2,0,0,0,0
271587,139296,200,0,1,1,0,1,1,10,1,0,2,1
271588,139297,100,1,1,1,0,0,1,8,1,0,1,1
271589,139297,200,0,0,0,0,1,0,1,0,0,1,0
271590,139298,100,0,0,1,1,1,0,10,2,1,5,0
271591,139298,200,1,1,0,0,0,0,4,0,1,0,0
271592,139299,100,0,0,0,0,1,1,6,1,0,4,1
271593,139299,200,1,1,1,1,0,0,10,4,2,1,0
271594,139300,100,0,1,0,0,1,0,3,0,0,2,0
271595,139300,200,1,0,1,1,0,0,8,1,1,1,0
271596,139301,100,0,1,1,1,0,0,9,2,1,3,0
271597,139301,200,1,0,0,0,1,0,4,0,0,1,0
271598,139302,100,0,0,1,0,0,0,11,2,0,2,0
271599,139302,200,1,1,0,0,1,0,1,0,0,1,0
271600,139303,100,0,1,0,0,0,0,4,0,0,1,0
271601,139303,200,1,0,1,1,1,1,9,2,2,4,1
271602,139304,100,1,1,1,1,1,1,10,2,1,3,1
271603,139304,200,0,0,0,0,0,0,3,0,0,0,0
271604,139305,100,0,0,1,0,1,0,11,3,0,3,0
271605,139305,200,1,1,0,0,0,0,2,0,0,0,0
271606,139306,100,0,0,0,0,0,0,2,0,0,0,0
271607,139306,200,1,1,1,1,1,0,11,4,1,3,0
271608,139307,100,0,0,0,0,0,0,0,0,0,0,0
271609,139307,200,1,1,0,0,1,0,5,0,0,3,0
271610,139308,100,1,0,1,1,1,1,10,5,1,3,1
271611,139308,200,0,1,0,0,0,0,2,0,0,1,0
271612,139309,100,0,0,0,0,1,0,6,0,0,2,0
271613,139309,200,1,1,1,1,0,0,11,2,1,2,0
271614,139310,100,1,1,1,0,0,1,6,1,0,0,1
271615,139310,200,0,0,0,1,1,0,7,1,2,4,0
271616,139311,100,1,1,0,0,0,0,4,0,0,2,0
271617,139311,200,0,0,1,1,1,0,10,2,1,2,0
271618,139312,100,1,1,1,1,1,1,9,2,1,3,1
271619,139312,200,0,0,0,0,0,0,4,0,0,0,0
271620,139313,100,1,1,0,0,1,0,7,1,0,2,0
271621,139313,200,0,0,1,1,0,0,6,2,2,3,0
271622,139314,100,1,0,0,0,0,0,2,0,0,0,0
271623,139314,200,0,1,1,1,1,0,9,2,1,3,0
271624,139315,100,1,0,0,0,0,0,2,0,0,0,0
271625,139315,200,0,1,1,0,1,0,7,1,0,2,0
271626,139316,100,0,0,1,0,1,0,9,1,0,2,0
271627,139316,200,1,1,0,0,0,0,5,0,0,1,0
271628,139317,100,0,0,1,0,1,0,9,1,1,2,0
271629,139317,200,1,1,0,1,0,1,10,3,1,2,1
271630,139318,100,0,0,1,1,1,1,7,1,1,2,1
271631,139318,200,1,1,0,0,0,0,4,0,0,1,0
271632,139319,100,1,0,0,0,0,0,2,0,0,0,0
271633,139319,200,0,1,0,0,1,0,4,0,0,2,0
271634,139320,100,1,1,1,1,1,1,10,2,1,3,1
271635,139320,200,0,0,0,0,0,0,1,0,0,0,0
271636,139321,100,0,1,1,0,1,0,9,3,0,5,0
271637,139321,200,1,0,0,1,0,0,5,0,1,0,0
271638,139322,100,0,0,0,0,0,0,1,0,0,0,0
271639,139322,200,1,1,1,1,1,0,11,3,1,3,0
271640,139323,100,0,0,0,0,1,0,1,0,0,3,0
271641,139323,200,1,1,1,1,0,0,11,4,2,1,0
271642,139324,100,0,0,0,0,0,0,1,0,0,0,0
271643,139324,200,1,1,1,1,1,1,11,3,1,3,1
271644,139325,100,1,0,0,0,0,0,0,0,0,0,0
271645,139325,200,0,1,0,0,1,0,6,0,0,1,0
271646,139326,100,1,1,1,0,1,0,9,3,0,1,0
271647,139326,200,0,0,0,0,0,0,0,0,0,0,0
271648,139327,100,0,0,0,0,0,0,0,0,0,0,0
271649,139327,200,1,1,1,1,1,0,10,2,1,4,0
271650,139328,100,0,0,1,1,1,0,11,3,2,4,0
271651,139328,200,1,1,0,0,0,0,3,0,0,0,0
271652,139329,100,0,1,1,1,1,0,11,4,2,3,0
271653,139329,200,1,0,0,0,0,0,5,0,0,1,0
271654,139330,100,0,0,0,0,0,0,0,0,0,0,0
271655,139330,200,1,1,1,0,1,0,10,1,0,2,0
271656,139331,100,1,1,1,1,1,0,11,3,1,2,0
271657,139331,200,0,0,0,0,0,0,0,0,0,1,0
271658,139332,100,1,0,0,0,0,0,1,0,0,1,0
271659,139332,200,0,1,1,0,1,1,10,2,0,2,1
271660,139333,100,1,0,0,0,0,0,0,0,0,0,0
271661,139333,200,0,1,1,1,1,0,11,3,1,3,0
271662,139334,100,0,0,0,0,1,0,1,0,0,1,0
271663,139334,200,1,1,1,0,0,0,7,1,0,1,0
271664,139335,100,1,1,1,0,0,0,10,1,0,2,0
271665,139335,200,0,0,0,0,1,0,4,0,0,1,0
271666,139336,100,0,1,1,1,1,0,11,3,2,3,0
271667,139336,200,1,0,0,0,0,0,3,0,0,1,0
271668,139337,100,1,1,1,0,1,0,7,1,0,4,0
271669,139337,200,0,0,0,0,0,0,3,0,0,0,0
271670,139338,100,1,0,1,0,1,0,9,1,0,4,0
271671,139338,200,0,1,0,1,0,0,3,0,1,0,0
271672,139339,100,0,0,0,0,0,0,1,0,0,0,0
271673,139339,200,1,1,1,1,1,0,10,2,1,4,0
271674,139340,100,1,1,1,1,1,1,11,3,1,4,1
271675,139340,200,0,0,0,0,0,0,3,0,0,0,0
271676,139341,100,1,1,0,1,1,0,8,1,1,3,0
271677,139341,200,0,0,1,0,0,0,7,1,0,1,0
271678,139342,100,0,1,1,1,1,0,10,4,1,3,0
271679,139342,200,1,0,0,0,0,0,10,1,0,2,0
271680,139343,100,0,1,0,0,0,0,5,0,0,0,0
271681,139343,200,1,0,1,0,1,0,8,1,0,3,0
271682,139344,100,1,1,0,0,0,0,6,1,1,1,0
271683,139344,200,0,0,1,1,1,0,9,2,1,2,0
271684,139345,100,0,1,0,0,1,0,5,1,0,2,0
271685,139345,200,1,0,1,1,0,0,10,3,1,3,0
271686,139346,100,0,1,0,0,0,0,2,0,0,0,0
271687,139346,200,1,0,1,1,1,0,8,1,1,3,0
271688,139347,100,1,1,1,0,1,0,5,1,0,1,0
271689,139347,200,0,0,0,0,0,0,1,0,0,1,0
271690,139348,100,0,0,0,0,0,0,2,0,0,1,0
271691,139348,200,1,1,1,1,1,0,9,1,1,2,0
271692,139349,100,1,1,1,0,0,1,9,2,0,1,1
271693,139349,200,0,0,0,0,1,0,4,0,0,1,0
271694,139350,100,1,1,1,0,1,0,10,3,0,2,0
271695,139350,200,0,0,0,0,0,0,2,0,0,0,0
271696,139351,100,1,0,1,1,1,0,11,3,1,3,0
271697,139351,200,0,1,0,0,0,0,1,0,0,0,0
271698,139352,100,1,1,0,0,0,0,6,0,0,2,0
271699,139352,200,0,0,1,0,1,0,11,3,0,1,0
271700,139353,100,0,0,0,1,0,0,11,3,2,3,0
271701,139353,200,1,1,1,0,1,0,8,2,0,2,0
271702,139354,100,1,0,0,0,0,1,3,0,0,0,1
271703,139354,200,0,1,1,0,1,0,10,2,0,2,0
271704,139355,100,1,0,0,0,0,0,4,0,0,0,0
271705,139355,200,0,1,1,1,1,0,11,5,1,3,0
271706,139356,100,1,1,0,0,0,0,5,0,0,0,0
271707,139356,200,0,0,0,0,0,0,0,0,0,0,0
271708,139357,100,0,1,0,0,1,0,9,0,0,2,0
271709,139357,200,1,0,0,0,0,0,0,0,0,0,0
271710,139358,100,0,0,0,0,0,0,0,0,0,0,0
271711,139358,200,1,1,1,0,1,0,10,2,0,3,0
271712,139359,100,1,0,0,0,0,0,1,0,0,0,0
271713,139359,200,0,1,0,1,1,0,6,0,1,2,0
271714,139360,100,1,0,1,1,0,0,7,1,1,2,0
271715,139360,200,0,1,0,0,1,0,6,0,0,2,0
271716,139361,100,0,0,0,0,0,0,3,0,0,1,0
271717,139361,200,1,1,1,1,1,0,10,2,1,2,0
271718,139362,100,0,0,0,0,0,0,3,0,0,1,0
271719,139362,200,1,1,1,1,1,0,10,3,1,2,0
271720,139363,100,0,1,1,0,1,0,7,1,0,2,0
271721,139363,200,1,0,0,1,0,0,8,1,2,2,0
271722,139364,100,1,0,0,0,0,0,0,0,0,0,0
271723,139364,200,0,1,0,0,1,0,4,0,0,2,0
271724,139365,100,1,0,1,0,1,1,11,3,0,3,1
271725,139365,200,0,1,0,1,0,0,1,0,1,0,0
271726,139366,100,0,0,0,0,1,0,0,0,0,1,0
271727,139366,200,1,1,1,0,0,0,11,3,0,2,0
271728,139367,100,0,1,1,1,1,0,11,4,1,3,0
271729,139367,200,1,0,0,0,0,1,2,0,0,0,1
271730,139368,100,1,1,1,0,0,0,9,1,0,0,0
271731,139368,200,0,0,0,0,1,0,1,0,0,3,0
271732,139369,100,0,1,1,1,1,0,9,1,1,4,0
271733,139369,200,1,0,0,0,0,0,8,1,1,1,0
271734,139370,100,0,1,0,0,0,0,3,0,0,0,0
271735,139370,200,1,0,1,1,1,0,9,3,1,3,0
271736,139371,100,1,1,1,0,0,1,8,1,0,3,1
271737,139371,200,0,0,0,0,1,0,2,0,0,1,0
271738,139372,100,1,1,0,0,1,0,6,0,0,2,0
271739,139372,200,0,0,1,1,0,0,9,2,1,1,0
271740,139373,100,1,0,0,0,0,0,1,0,0,0,0
271741,139373,200,0,1,1,1,1,0,9,1,1,4,0
271742,139374,100,0,0,1,1,1,0,11,3,1,3,0
271743,139374,200,1,1,0,0,0,0,1,0,0,0,0
271744,139375,100,0,0,0,0,0,0,2,0,0,0,0
271745,139375,200,1,1,1,0,1,0,9,2,0,3,0
271746,139376,100,0,0,0,0,1,0,5,0,0,2,0
271747,139376,200,1,1,1,1,0,0,11,3,1,2,0
271748,139377,100,0,1,1,1,0,0,9,2,1,3,0
271749,139377,200,1,0,0,0,1,0,2,0,0,2,0
271750,139378,100,1,1,1,0,1,0,6,1,0,2,0
271751,139378,200,0,0,0,0,0,0,2,0,0,0,0
271752,139379,100,1,0,0,0,0,0,0,0,0,1,0
271753,139379,200,0,1,1,0,1,0,9,1,0,1,0
271754,139380,100,1,1,1,1,1,0,10,5,1,4,0
271755,139380,200,0,0,0,0,0,0,9,3,2,1,0
271756,139381,100,0,0,1,1,1,0,11,2,1,4,0
271757,139381,200,1,1,0,0,0,0,3,0,0,0,0
271758,139382,100,0,0,1,1,1,0,10,3,1,3,0
271759,139382,200,1,1,0,0,0,0,2,0,0,0,0
271760,139383,100,0,0,1,1,1,0,9,2,1,2,0
271761,139383,200,1,1,0,0,0,0,2,0,0,0,0
271762,139384,100,1,0,0,0,0,0,1,0,0,0,0
271763,139384,200,0,1,0,0,1,1,8,0,0,3,1
271764,139385,100,1,0,1,1,0,0,8,2,1,2,0
271765,139385,200,0,1,0,0,1,0,3,0,0,1,0
271766,139386,100,0,0,0,0,1,0,7,0,0,2,0
271767,139386,200,1,1,1,1,0,0,11,3,1,1,0
271768,139387,100,1,1,0,0,0,0,7,0,0,2,0
271769,139387,200,0,0,1,1,1,0,9,1,1,2,0
271770,139388,100,0,0,0,0,0,0,5,0,0,0,0
271771,139388,200,1,1,1,1,1,0,11,3,2,2,0
271772,139389,100,1,1,1,1,0,0,8,1,1,1,0
271773,139389,200,0,0,0,0,1,0,1,0,0,1,0
271774,139390,100,0,0,0,0,1,0,3,0,0,1,0
271775,139390,200,1,1,0,0,0,0,2,0,0,0,0
271776,139391,100,0,1,1,0,1,1,7,1,0,1,1
271777,139391,200,1,0,0,0,0,0,1,0,0,0,0
271778,139392,100,0,1,1,1,0,0,11,6,1,2,0
271779,139392,200,1,0,0,0,1,0,3,0,0,2,0
271780,139393,100,1,1,1,0,1,0,7,1,0,3,0
271781,139393,200,0,0,0,0,0,0,4,0,0,0,0
271782,139394,100,0,1,0,0,0,0,3,0,0,0,0
271783,139394,200,1,0,1,0,0,0,6,1,0,0,0
271784,139395,100,1,1,1,1,1,0,9,2,1,1,0
271785,139395,200,0,0,0,0,0,0,2,0,0,1,0
271786,139396,100,0,1,1,1,0,0,8,2,1,0,0
271787,139396,200,1,0,0,0,1,0,3,0,0,3,0
271788,139397,100,1,1,1,1,1,0,11,3,1,3,0
271789,139397,200,0,0,0,0,0,0,3,0,0,1,0
271790,139398,100,1,1,1,1,0,1,9,1,1,1,1
271791,139398,200,0,0,0,0,1,0,1,0,0,1,0
271792,139399,100,0,0,0,0,0,0,0,0,0,0,0
271793,139399,200,1,1,0,0,1,0,4,0,0,3,0
271794,139400,100,0,1,1,0,0,0,11,4,1,2,0
271795,139400,200,1,0,0,1,1,0,3,0,1,2,0
271796,139401,100,0,0,0,0,1,0,0,0,0,1,0
271797,139401,200,1,1,0,0,0,0,6,0,0,2,0
271798,139402,100,0,1,1,1,1,1,10,3,1,4,1
271799,139402,200,1,0,0,0,0,0,1,0,0,0,0
271800,139403,100,0,0,0,0,0,0,1,0,0,0,0
271801,139403,200,1,1,1,0,1,1,11,3,0,3,1
271802,139404,100,0,0,0,0,0,0,4,0,0,0,0
271803,139404,200,1,1,1,0,1,0,10,2,0,4,0
271804,139405,100,0,1,1,0,0,0,8,1,0,2,0
271805,139405,200,1,0,0,1,1,0,7,1,1,2,0
271806,139406,100,1,1,1,1,1,0,10,2,1,2,0
271807,139406,200,0,0,0,0,0,0,1,0,0,0,0
271808,139407,100,1,0,0,0,0,0,2,0,0,0,0
271809,139407,200,0,1,1,0,1,0,10,2,0,3,0
271810,139408,100,0,1,1,1,1,1,9,2,1,3,1
271811,139408,200,1,0,0,0,0,0,1,0,0,0,0
271812,139409,100,1,0,0,0,0,0,1,0,0,0,0
271813,139409,200,0,1,0,0,1,0,8,0,0,3,0
271814,139410,100,0,0,0,0,0,0,1,0,0,0,0
271815,139410,200,1,1,0,0,1,1,6,0,0,2,1
271816,139411,100,1,0,0,0,0,0,4,0,0,1,0
271817,139411,200,0,1,1,1,1,1,9,2,1,2,1
271818,139412,100,1,1,0,1,0,0,5,0,1,1,0
271819,139412,200,0,0,1,0,1,0,10,1,0,2,0
271820,139413,100,0,1,1,0,1,0,9,2,0,2,0
271821,139413,200,1,0,0,0,0,0,0,0,0,0,0
271822,139414,100,1,1,1,1,1,0,10,2,1,3,0
271823,139414,200,0,0,0,0,0,0,4,0,0,0,0
271824,139415,100,0,1,0,0,1,0,4,0,0,1,0
271825,139415,200,1,0,1,1,0,0,9,2,1,2,0
271826,139416,100,1,0,0,1,0,0,1,0,1,0,0
271827,139416,200,0,1,1,0,1,0,10,2,0,4,0
271828,139417,100,1,1,1,0,1,0,10,2,0,1,0
271829,139417,200,0,0,0,0,0,0,1,0,0,0,0
271830,139418,100,1,1,1,0,1,0,8,2,0,1,0
271831,139418,200,0,0,0,0,0,0,0,0,0,0,0
271832,139419,100,0,1,1,1,1,0,10,3,1,3,0
271833,139419,200,1,0,0,0,0,0,0,0,0,0,0
271834,139420,100,0,0,0,1,0,0,6,0,2,1,0
271835,139420,200,1,1,1,0,1,0,7,1,0,3,0
271836,139421,100,1,1,1,0,1,1,9,1,0,2,1
271837,139421,200,0,0,0,0,0,0,0,0,0,0,0
271838,139422,100,0,1,0,0,1,0,7,0,0,1,0
271839,139422,200,1,0,1,1,0,0,10,2,1,2,0
271840,139423,100,0,0,0,0,1,0,0,0,0,1,0
271841,139423,200,1,1,1,0,0,0,9,1,0,1,0
271842,139424,100,1,1,1,0,1,0,6,1,0,2,0
271843,139424,200,0,0,0,0,0,0,1,0,0,0,0
271844,139425,100,0,0,0,0,0,0,0,0,0,0,0
271845,139425,200,1,1,0,0,1,0,6,0,0,2,0
271846,139426,100,0,0,0,0,0,0,0,0,0,0,0
271847,139426,200,1,1,1,1,1,1,10,2,1,2,1
276440,141732,100,1,0,0,0,0,0,9,3,0,1,0
276441,141732,200,0,1,1,1,1,0,5,1,1,3,0
276442,141733,100,1,1,1,0,1,0,9,1,0,2,0
276443,141733,200,0,0,0,0,0,0,1,0,0,1,0
276444,141734,100,1,0,0,0,0,0,2,0,0,0,0
276445,141734,200,0,1,0,0,1,0,5,0,0,2,0
276446,141735,100,1,1,0,0,1,0,6,0,0,3,0
276447,141735,200,0,0,1,1,0,0,7,1,1,1,0
276448,141736,100,1,1,1,0,1,0,8,2,0,2,0
276449,141736,200,0,0,0,0,0,0,2,0,0,0,0
276450,141737,100,1,0,0,1,1,0,3,0,1,2,0
276451,141737,200,0,1,1,0,0,0,10,1,0,2,0
276452,141738,100,0,1,1,0,1,0,9,2,0,2,0
276453,141738,200,1,0,0,0,0,0,0,0,0,0,0
276454,141739,100,0,0,0,1,1,1,5,0,1,3,1
276455,141739,200,1,1,1,0,0,0,11,2,1,0,0
276456,141740,100,1,1,1,1,1,0,10,3,2,2,0
276457,141740,200,0,0,0,0,0,0,2,0,0,2,0
276458,141741,100,0,0,0,0,0,0,2,0,0,0,0
276459,141741,200,1,1,1,1,1,0,9,3,1,3,0
276460,141742,100,1,1,1,0,1,0,11,3,0,3,0
276461,141742,200,0,0,0,1,0,0,1,0,1,0,0
276462,141743,100,0,1,1,0,0,0,8,1,0,0,0
276463,141743,200,1,0,0,0,0,0,0,0,0,0,0
276464,141744,100,0,1,1,1,1,1,8,1,1,2,1
276465,141744,200,1,0,0,0,0,0,4,0,0,0,0
276466,141745,100,0,0,0,1,1,0,8,1,1,1,0
276467,141745,200,1,1,1,0,0,0,11,4,1,4,0
276468,141746,100,0,1,1,1,1,1,10,3,2,2,1
276469,141746,200,1,0,0,0,0,0,5,0,0,4,0
276470,141747,100,1,1,1,1,1,1,10,1,1,3,1
276471,141747,200,0,0,0,0,0,0,0,0,0,0,0
276472,141748,100,0,0,0,0,0,0,1,0,0,0,0
276473,141748,200,1,1,1,1,1,0,9,1,1,3,0
276474,141749,100,0,0,0,1,0,0,4,0,1,0,0
276475,141749,200,1,1,1,0,1,0,8,1,0,3,0
276476,141750,100,0,1,1,1,1,0,7,1,1,2,0
276477,141750,200,1,0,0,0,0,1,5,0,0,1,1
276478,141751,100,0,1,1,1,1,0,11,5,1,5,0
276479,141751,200,1,0,0,0,0,0,3,0,0,0,0
276480,141752,100,1,1,1,0,1,0,7,1,0,1,0
276481,141752,200,0,0,0,0,0,0,1,0,0,0,0
276482,141753,100,1,1,1,1,0,0,8,2,1,1,0
276483,141753,200,0,0,0,0,1,0,3,0,0,2,0
276484,141754,100,0,1,1,0,1,0,5,1,0,3,0
276485,141754,200,1,0,0,1,0,0,8,1,1,1,0
276486,141755,100,1,0,0,0,1,0,4,0,2,5,0
276487,141755,200,0,1,1,1,0,0,11,7,2,1,0
276488,141756,100,1,1,1,0,1,0,11,3,0,2,0
276489,141756,200,0,0,0,0,0,0,2,0,0,0,0
276490,141757,100,0,0,0,0,0,0,1,0,0,0,0
276491,141757,200,1,1,1,1,1,0,11,4,1,2,0
276492,141758,100,1,0,1,0,1,0,6,1,0,2,0
276493,141758,200,0,1,0,0,0,0,1,0,0,0,0
276494,141759,100,1,1,0,0,1,0,5,0,0,1,0
276495,141759,200,0,0,0,0,0,0,1,0,0,0,0
276496,141760,100,1,1,1,0,0,0,9,2,0,2,0
276497,141760,200,0,0,0,0,1,0,5,0,0,2,0
