,id,matchid,player,championid,ss1,ss2,role,position
1334922,1365820,137200,1,120,11,6,NONE,JUNGLE
1334923,1365821,137200,2,81,4,7,DUO_CARRY,BOT
1334924,1365822,137200,3,4,3,4,SOLO,MID
1334925,1365823,137200,4,267,4,3,DUO_SUPPORT,BOT
1334926,1365824,137200,5,122,12,4,SOLO,TOP
1334927,1365825,137200,6,412,3,4,DUO_SUPPORT,BOT
1334928,1365826,137200,7,245,12,4,SOLO,MID
1334929,1365827,137200,8,29,4,7,DUO_CARRY,BOT
1334930,1365828,137200,9,421,11,4,NONE,JUNGLE
1334931,1365829,137200,10,92,12,4,SOLO,TOP
1334932,1365830,137201,1,4,4,6,DUO_CARRY,MID
1334933,1365831,137201,2,29,4,7,DUO_CARRY,BOT
1334934,1365832,137201,3,266,4,12,SOLO,TOP
1334935,1365833,137201,4,64,4,11,DUO_SUPPORT,MID
1334936,1365834,137201,5,267,4,3,DUO_SUPPORT,BOT
1334937,1365835,137201,6,104,11,4,NONE,JUNGLE
1334938,1365836,137201,7,90,3,4,SOLO,MID
1334939,1365837,137201,8,119,7,4,DUO_CARRY,BOT
1334940,1365838,137201,9,236,4,12,SOLO,TOP
1334941,1365839,137201,10,53,14,4,DUO_SUPPORT,BOT
1334942,1365840,137202,1,16,3,4,DUO_SUPPORT,BOT
1334943,1365841,137202,2,58,4,14,SOLO,TOP
1334944,1365842,137202,3,121,4,11,NONE,JUNGLE
1334945,1365843,137202,4,163,4,21,SOLO,MID
1334946,1365844,137202,5,202,4,7,DUO_CARRY,BOT
1334947,1365845,137202,6,134,14,4,SOLO,MID
1334948,1365846,137202,7,92,4,12,SOLO,TOP
1334949,1365847,137202,8,120,11,6,NONE,JUNGLE
1334950,1365848,137202,9,110,4,7,DUO_CARRY,BOT
1334951,1365849,137202,10,412,4,3,DUO_SUPPORT,BOT
1334952,1365850,137203,1,22,7,4,DUO_CARRY,BOT
1334953,1365851,137203,2,64,11,4,NONE,JUNGLE
1334954,1365852,137203,3,37,3,4,DUO_SUPPORT,BOT
1334955,1365853,137203,4,103,14,4,SOLO,MID
1334956,1365854,137203,5,114,12,4,SOLO,TOP
1334957,1365855,137203,6,202,4,7,DUO_CARRY,BOT
1334958,1365856,137203,7,55,4,14,SOLO,MID
1334959,1365857,137203,8,57,4,12,SOLO,TOP
1334960,1365858,137203,9,63,4,14,DUO_SUPPORT,BOT
1334961,1365859,137203,10,104,11,4,NONE,JUNGLE
1334962,1365860,137204,1,115,4,7,DUO_CARRY,BOT
1334963,1365861,137204,2,89,4,3,DUO_SUPPORT,BOT
1334964,1365862,137204,3,92,12,4,SOLO,TOP
1334965,1365863,137204,4,238,4,14,SOLO,MID
1334966,1365864,137204,5,104,11,4,NONE,JUNGLE
1334967,1365865,137204,6,59,4,11,NONE,JUNGLE
1334968,1365866,137204,7,7,4,14,SOLO,MID
1334969,1365867,137204,8,17,14,4,SOLO,TOP
1334970,1365868,137204,9,202,4,7,DUO_CARRY,BOT
1334971,1365869,137204,10,40,4,3,DUO_SUPPORT,BOT
1334972,1365870,137205,1,51,4,7,DUO_CARRY,BOT
1334973,1365871,137205,2,154,4,11,NONE,JUNGLE
1334974,1365872,137205,3,92,4,12,SOLO,TOP
1334975,1365873,137205,4,43,4,3,DUO_SUPPORT,BOT
1334976,1365874,137205,5,34,4,3,SOLO,MID
1334977,1365875,137205,6,54,12,4,SOLO,TOP
1334978,1365876,137205,7,5,11,4,NONE,JUNGLE
1334979,1365877,137205,8,16,3,4,DUO_SUPPORT,BOT
1334980,1365878,137205,9,157,14,4,SOLO,MID
1334981,1365879,137205,10,67,4,7,DUO_CARRY,BOT
1334982,1365880,137206,1,103,14,4,SOLO,MID
1334983,1365881,137206,2,266,11,4,NONE,JUNGLE
1334984,1365882,137206,3,86,4,14,SOLO,TOP
1334985,1365883,137206,4,202,4,7,DUO_CARRY,BOT
1334986,1365884,137206,5,25,3,4,DUO_SUPPORT,BOT
1334987,1365885,137206,6,40,4,3,DUO_SUPPORT,BOT
1334988,1365886,137206,7,51,4,7,DUO_CARRY,BOT
1334989,1365887,137206,8,131,12,4,SOLO,MID
1334990,1365888,137206,9,113,11,4,NONE,JUNGLE
1334991,1365889,137206,10,54,12,4,SOLO,TOP
1334992,1365890,137207,1,104,4,11,NONE,JUNGLE
1334993,1365891,137207,2,236,7,4,DUO_CARRY,BOT
1334994,1365892,137207,3,432,4,14,DUO_SUPPORT,BOT
1334995,1365893,137207,4,103,4,14,SOLO,MID
1334996,1365894,137207,5,58,4,12,SOLO,TOP
1334997,1365895,137207,6,99,4,12,SOLO,MID
1334998,1365896,137207,7,54,12,4,SOLO,TOP
1334999,1365897,137207,8,117,4,3,DUO_SUPPORT,BOT
1335000,1365898,137207,9,202,4,7,DUO_CARRY,BOT
1335001,1365899,137207,10,120,6,11,NONE,JUNGLE
1335002,1365900,137208,1,126,4,12,SOLO,TOP
1335003,1365901,137208,2,104,11,4,NONE,JUNGLE
1335004,1365902,137208,3,67,7,4,DUO_CARRY,BOT
1335005,1365903,137208,4,136,21,4,SOLO,MID
1335006,1365904,137208,5,412,3,4,DUO_SUPPORT,BOT
1335007,1365905,137208,6,99,4,7,SOLO,MID
1335008,1365906,137208,7,10,14,4,SOLO,TOP
1335009,1365907,137208,8,26,4,14,DUO_SUPPORT,BOT
1335010,1365908,137208,9,20,4,11,NONE,JUNGLE
1335011,1365909,137208,10,21,7,4,DUO_CARRY,BOT
1335012,1365910,137209,1,51,7,4,DUO_CARRY,BOT
1335013,1365911,137209,2,143,4,3,DUO_SUPPORT,BOT
1335014,1365912,137209,3,104,4,11,NONE,JUNGLE
1335015,1365913,137209,4,223,4,12,SOLO,TOP
1335016,1365914,137209,5,103,4,14,SOLO,MID
1335017,1365915,137209,6,245,4,12,SOLO,MID
1335018,1365916,137209,7,82,14,4,SOLO,TOP
1335019,1365917,137209,8,121,4,11,NONE,JUNGLE
1335020,1365918,137209,9,202,4,7,DUO_CARRY,BOT
1335021,1365919,137209,10,267,4,3,DUO_SUPPORT,BOT
1335022,1365920,137210,1,29,4,7,DUO_CARRY,BOT
1335023,1365921,137210,2,92,4,12,SOLO,TOP
1335024,1365922,137210,3,13,4,6,SOLO,MID
1335025,1365923,137210,4,31,11,4,NONE,JUNGLE
1335026,1365924,137210,5,43,4,3,DUO_SUPPORT,BOT
1335027,1365925,137210,6,236,7,4,DUO_CARRY,BOT
1335028,1365926,137210,7,121,11,4,NONE,JUNGLE
1335029,1365927,137210,8,117,12,4,SOLO,TOP
1335030,1365928,137210,9,238,4,14,SOLO,MID
1335031,1365929,137210,10,267,4,3,DUO_SUPPORT,BOT
1335032,1365930,137211,1,14,4,14,DUO_SUPPORT,BOT
1335033,1365931,137211,2,202,7,4,DUO_CARRY,BOT
1335034,1365932,137211,3,154,4,11,NONE,JUNGLE
1335035,1365933,137211,4,92,14,4,SOLO,TOP
1335036,1365934,137211,5,61,4,3,SOLO,MID
1335037,1365935,137211,6,57,4,12,SOLO,TOP
1335038,1365936,137211,7,64,4,11,NONE,JUNGLE
1335039,1365937,137211,8,238,4,14,SOLO,MID
1335040,1365938,137211,9,117,4,3,DUO_SUPPORT,BOT
1335041,1365939,137211,10,115,4,7,DUO_CARRY,BOT
1335042,1365940,137212,1,412,3,4,DUO_SUPPORT,BOT
1335043,1365941,137212,2,78,12,4,SOLO,TOP
1335044,1365942,137212,3,202,4,7,DUO_CARRY,BOT
1335045,1365943,137212,4,28,14,11,NONE,JUNGLE
1335046,1365944,137212,5,61,6,4,SOLO,MID
1335047,1365945,137212,6,41,4,3,SOLO,TOP
1335048,1365946,137212,7,92,4,11,NONE,JUNGLE
1335049,1365947,137212,8,21,7,4,DUO_CARRY,BOT
1335050,1365948,137212,9,201,3,4,DUO_SUPPORT,BOT
1335051,1365949,137212,10,99,4,21,SOLO,MID
1335052,1365950,137213,1,21,3,4,DUO_SUPPORT,BOT
1335053,1365951,137213,2,202,7,4,DUO_CARRY,BOT
1335054,1365952,137213,3,60,4,11,NONE,JUNGLE
1335055,1365953,137213,4,85,4,12,SOLO,MID
1335056,1365954,137213,5,75,6,12,SOLO,TOP
1335057,1365955,137213,6,57,4,12,SOLO,TOP
1335058,1365956,137213,7,91,14,4,SOLO,MID
1335059,1365957,137213,8,64,11,4,NONE,JUNGLE
1335060,1365958,137213,9,26,4,3,DUO_SUPPORT,BOT
1335061,1365959,137213,10,110,4,7,DUO_CARRY,BOT
1335062,1365960,137214,1,53,4,3,DUO_SUPPORT,BOT
1335063,1365961,137214,2,86,12,4,SOLO,TOP
1335064,1365962,137214,3,121,4,11,NONE,JUNGLE
1335065,1365963,137214,4,161,4,14,SOLO,MID
1335066,1365964,137214,5,110,4,7,DUO_CARRY,BOT
1335067,1365965,137214,6,114,4,12,SOLO,TOP
1335068,1365966,137214,7,120,6,11,NONE,JUNGLE
1335069,1365967,137214,8,21,4,3,DUO_SUPPORT,BOT
1335070,1365968,137214,9,133,4,14,SOLO,MID
1335071,1365969,137214,10,202,4,7,DUO_CARRY,BOT
1335072,1365970,137215,1,62,14,4,SOLO,TOP
1335073,1365971,137215,2,1,4,6,SOLO,MID
1335074,1365972,137215,3,104,4,11,NONE,JUNGLE
1335075,1365973,137215,4,111,4,3,DUO_SUPPORT,BOT
1335076,1365974,137215,5,236,7,4,DUO_CARRY,BOT
1335077,1365975,137215,6,238,4,14,SOLO,MID
1335078,1365976,137215,7,76,4,11,NONE,JUNGLE
1335079,1365977,137215,8,412,14,4,DUO_SUPPORT,BOT
1335080,1365978,137215,9,81,4,7,SOLO,TOP
1335081,1365979,137215,10,51,4,7,DUO_CARRY,BOT
1335082,1365980,137216,1,267,3,4,DUO_SUPPORT,BOT
1335083,1365981,137216,2,80,3,4,SOLO,TOP
1335084,1365982,137216,3,34,14,4,SOLO,MID
1335085,1365983,137216,4,18,4,7,DUO_CARRY,BOT
1335086,1365984,137216,5,35,4,11,NONE,JUNGLE
1335087,1365985,137216,6,202,4,7,DUO_CARRY,BOT
1335088,1365986,137216,7,26,3,4,DUO_SUPPORT,BOT
1335089,1365987,137216,8,43,3,4,SOLO,MID
1335090,1365988,137216,9,11,4,11,NONE,JUNGLE
1335091,1365989,137216,10,105,12,4,SOLO,TOP
1335092,1365990,137217,1,69,4,12,SOLO,TOP
1335093,1365991,137217,2,43,3,4,DUO_SUPPORT,BOT
1335094,1365992,137217,3,67,7,4,DUO_CARRY,BOT
1335095,1365993,137217,4,92,4,11,NONE,JUNGLE
1335096,1365994,137217,5,105,4,14,NONE,JUNGLE
1335097,1365995,137217,6,238,4,14,NONE,JUNGLE
1335098,1365996,137217,7,29,4,7,DUO_CARRY,BOT
1335099,1365997,137217,8,26,4,3,DUO_SUPPORT,BOT
1335100,1365998,137217,9,57,4,12,NONE,JUNGLE
1335101,1365999,137217,10,254,11,4,NONE,JUNGLE
1335102,1366000,137218,1,133,4,11,NONE,JUNGLE
1335103,1366001,137218,2,40,3,4,DUO_SUPPORT,BOT
1335104,1366002,137218,3,67,7,4,DUO_CARRY,BOT
1335105,1366003,137218,4,122,12,4,SOLO,TOP
1335106,1366004,137218,5,163,4,3,NONE,JUNGLE
1335107,1366005,137218,6,29,4,7,DUO_CARRY,BOT
1335108,1366006,137218,7,136,4,6,SOLO,MID
1335109,1366007,137218,8,24,12,4,SOLO,TOP
1335110,1366008,137218,9,245,11,4,NONE,JUNGLE
1335111,1366009,137218,10,44,4,3,DUO_SUPPORT,BOT
1335112,1366010,137219,1,60,4,11,NONE,JUNGLE
1335113,1366011,137219,2,31,4,14,SOLO,MID
1335114,1366012,137219,3,57,12,4,SOLO,TOP
1335115,1366013,137219,4,202,4,7,DUO_CARRY,BOT
1335116,1366014,137219,5,90,4,3,DUO_SUPPORT,BOT
1335117,1366015,137219,6,55,4,14,SOLO,MID
1335118,1366016,137219,7,25,14,4,DUO_SUPPORT,BOT
1335119,1366017,137219,8,110,7,4,DUO_CARRY,BOT
1335120,1366018,137219,9,120,11,6,NONE,JUNGLE
1335121,1366019,137219,10,83,4,12,SOLO,TOP
1335122,1366020,137220,1,202,4,7,DUO,BOT
1335123,1366021,137220,2,412,3,4,DUO,BOT
1335124,1366022,137220,3,63,14,4,SOLO,MID
1335125,1366023,137220,4,35,11,14,NONE,JUNGLE
1335126,1366024,137220,5,75,12,6,SOLO,TOP
1335127,1366025,137220,6,27,6,12,SOLO,TOP
1335128,1366026,137220,7,29,4,7,DUO_CARRY,BOT
1335129,1366027,137220,8,89,3,4,DUO_SUPPORT,BOT
1335130,1366028,137220,9,41,4,14,SOLO,MID
1335131,1366029,137220,10,104,4,11,NONE,JUNGLE
1335132,1366030,137221,1,53,3,4,DUO_SUPPORT,BOT
1335133,1366031,137221,2,51,4,7,DUO_CARRY,BOT
1335134,1366032,137221,3,245,12,4,SOLO,MID
1335135,1366033,137221,4,133,11,4,NONE,JUNGLE
1335136,1366034,137221,5,58,4,12,SOLO,TOP
1335137,1366035,137221,6,114,4,12,SOLO,TOP
1335138,1366036,137221,7,120,6,11,NONE,JUNGLE
1335139,1366037,137221,8,69,6,4,SOLO,MID
1335140,1366038,137221,9,110,4,7,DUO_CARRY,BOT
1335141,1366039,137221,10,412,4,3,DUO_SUPPORT,BOT
1335142,1366040,137222,1,55,4,14,NONE,JUNGLE
1335143,1366041,137222,2,223,3,4,DUO_SUPPORT,BOT
1335144,1366042,137222,3,60,11,4,NONE,JUNGLE
1335145,1366043,137222,4,36,12,4,SOLO,TOP
1335146,1366044,137222,5,29,7,4,DUO_CARRY,BOT
1335147,1366045,137222,6,122,12,4,SOLO,TOP
1335148,1366046,137222,7,121,4,11,NONE,JUNGLE
1335149,1366047,137222,8,103,4,14,SOLO,MID
1335150,1366048,137222,9,21,4,7,DUO_CARRY,BOT
1335151,1366049,137222,10,37,14,4,DUO_SUPPORT,BOT
1335152,1366050,137223,1,51,7,4,DUO_CARRY,BOT
1335153,1366051,137223,2,57,4,12,SOLO,TOP
1335154,1366052,137223,3,133,4,11,NONE,JUNGLE
1335155,1366053,137223,4,89,3,4,DUO_SUPPORT,BOT
1335156,1366054,137223,5,157,4,3,SOLO,MID
1335157,1366055,137223,6,245,4,12,SOLO,MID
1335158,1366056,137223,7,90,3,4,DUO_SUPPORT,BOT
1335159,1366057,137223,8,48,12,4,SOLO,TOP
1335160,1366058,137223,9,121,4,11,NONE,JUNGLE
1335161,1366059,137223,10,119,4,7,DUO_CARRY,BOT
1335162,1366060,137224,1,134,14,4,SOLO,MID
1335163,1366061,137224,2,21,7,4,DUO_CARRY,BOT
1335164,1366062,137224,3,25,14,4,DUO_SUPPORT,BOT
1335165,1366063,137224,4,75,4,12,SOLO,TOP
1335166,1366064,137224,5,133,4,11,NONE,JUNGLE
1335167,1366065,137224,6,41,4,12,SOLO,TOP
1335168,1366066,137224,7,121,4,11,NONE,JUNGLE
1335169,1366067,137224,8,40,4,3,DUO_SUPPORT,BOT
1335170,1366068,137224,9,61,4,3,SOLO,MID
1335171,1366069,137224,10,110,4,7,DUO_CARRY,BOT
1335172,1366070,137225,1,92,4,12,SOLO,TOP
1335173,1366071,137225,2,64,11,4,NONE,JUNGLE
1335174,1366072,137225,3,51,7,4,DUO_CARRY,BOT
1335175,1366073,137225,4,267,3,4,DUO_SUPPORT,BOT
1335176,1366074,137225,5,54,4,14,SOLO,MID
1335177,1366075,137225,6,28,3,4,SOLO,MID
1335178,1366076,137225,7,26,4,3,DUO_SUPPORT,BOT
1335179,1366077,137225,8,29,4,7,DUO_CARRY,BOT
1335180,1366078,137225,9,86,12,4,SOLO,TOP
1335181,1366079,137225,10,91,11,4,NONE,JUNGLE
1335182,1366080,137226,1,64,4,11,NONE,JUNGLE
1335183,1366081,137226,2,34,4,14,DUO_SUPPORT,BOT
1335184,1366082,137226,3,202,7,4,DUO_CARRY,BOT
1335185,1366083,137226,4,74,4,12,SOLO,TOP
1335186,1366084,137226,5,99,4,6,SOLO,MID
1335187,1366085,137226,6,51,7,4,DUO_CARRY,BOT
1335188,1366086,137226,7,90,3,4,DUO_SUPPORT,BOT
1335189,1366087,137226,8,114,12,4,SOLO,TOP
1335190,1366088,137226,9,131,14,4,SOLO,MID
1335191,1366089,137226,10,54,11,4,NONE,JUNGLE
1335192,1366090,137227,1,74,4,12,SOLO,TOP
1335193,1366091,137227,2,63,4,14,DUO_SUPPORT,BOT
1335194,1366092,137227,3,245,4,12,SOLO,MID
1335195,1366093,137227,4,21,4,7,DUO_CARRY,BOT
1335196,1366094,137227,5,104,4,11,NONE,JUNGLE
1335197,1366095,137227,6,81,4,7,DUO_CARRY,BOT
1335198,1366096,137227,7,23,4,14,SOLO,TOP
1335199,1366097,137227,8,421,11,4,NONE,JUNGLE
1335200,1366098,137227,9,61,6,4,SOLO,MID
1335201,1366099,137227,10,99,14,4,DUO_SUPPORT,BOT
1335202,1366100,137228,1,92,4,11,NONE,JUNGLE
1335203,1366101,137228,2,69,4,6,SOLO,MID
1335204,1366102,137228,3,51,4,7,DUO_CARRY,BOT
1335205,1366103,137228,4,117,4,3,DUO_SUPPORT,BOT
1335206,1366104,137228,5,59,4,12,SOLO,TOP
1335207,1366105,137228,6,267,3,4,DUO_SUPPORT,BOT
1335208,1366106,137228,7,13,12,4,SOLO,TOP
1335209,1366107,137228,8,236,4,7,DUO_CARRY,BOT
1335210,1366108,137228,9,112,4,6,SOLO,MID
1335211,1366109,137228,10,2,11,6,NONE,JUNGLE
1335212,1366110,137229,1,19,6,11,NONE,JUNGLE
1335213,1366111,137229,2,57,4,12,SOLO,TOP
1335214,1366112,137229,3,4,4,14,SOLO,MID
1335215,1366113,137229,4,143,4,3,DUO_SUPPORT,BOT
1335216,1366114,137229,5,51,4,7,DUO_CARRY,BOT
1335217,1366115,137229,6,14,3,4,DUO_SUPPORT,BOT
1335218,1366116,137229,7,121,4,11,NONE,JUNGLE
1335219,1366117,137229,8,22,4,7,DUO_CARRY,BOT
1335220,1366118,137229,9,61,4,6,SOLO,MID
1335221,1366119,137229,10,68,12,4,SOLO,TOP
1335222,1366120,137230,1,74,4,12,SOLO,TOP
1335223,1366121,137230,2,42,4,3,SOLO,MID
1335224,1366122,137230,3,154,11,4,NONE,JUNGLE
1335225,1366123,137230,4,22,4,7,DUO_CARRY,BOT
1335226,1366124,137230,5,117,4,3,DUO_SUPPORT,BOT
1335227,1366125,137230,6,19,11,6,NONE,JUNGLE
1335228,1366126,137230,7,92,4,12,SOLO,TOP
1335229,1366127,137230,8,161,4,3,SOLO,MID
1335230,1366128,137230,9,40,3,4,DUO_SUPPORT,BOT
1335231,1366129,137230,10,67,7,4,DUO_CARRY,BOT
1335232,1366130,137231,1,69,6,4,SOLO,MID
1335233,1366131,137231,2,41,4,3,SOLO,TOP
1335234,1366132,137231,3,222,7,4,DUO_CARRY,BOT
1335235,1366133,137231,4,40,4,3,DUO_SUPPORT,BOT
1335236,1366134,137231,5,11,11,4,NONE,JUNGLE
1335237,1366135,137231,6,42,4,3,SOLO,MID
1335238,1366136,137231,7,92,12,4,SOLO,TOP
1335239,1366137,137231,8,53,14,4,DUO_SUPPORT,BOT
1335240,1366138,137231,9,266,4,11,NONE,JUNGLE
1335241,1366139,137231,10,81,4,7,DUO_CARRY,BOT
1335242,1366140,137232,1,143,3,4,DUO_SUPPORT,BOT
1335243,1366141,137232,2,121,11,4,NONE,JUNGLE
1335244,1366142,137232,3,202,4,7,DUO_CARRY,BOT
1335245,1366143,137232,4,42,4,7,SOLO,MID
1335246,1366144,137232,5,24,4,12,SOLO,TOP
1335247,1366145,137232,6,133,4,12,SOLO,TOP
1335248,1366146,137232,7,64,11,4,NONE,JUNGLE
1335249,1366147,137232,8,12,3,4,DUO_SUPPORT,BOT
1335250,1366148,137232,9,222,4,7,DUO_CARRY,BOT
1335251,1366149,137232,10,34,4,14,SOLO,MID
1335252,1366150,137233,1,54,12,4,SOLO,TOP
1335253,1366151,137233,2,22,4,7,DUO_CARRY,BOT
1335254,1366152,137233,3,120,11,4,NONE,JUNGLE
1335255,1366153,137233,4,40,4,3,DUO_SUPPORT,BOT
1335256,1366154,137233,5,17,4,6,SOLO,MID
1335257,1366155,137233,6,42,4,3,SOLO,MID
1335258,1366156,137233,7,421,4,11,NONE,JUNGLE
1335259,1366157,137233,8,78,4,12,SOLO,TOP
1335260,1366158,137233,9,51,4,7,DUO_CARRY,BOT
1335261,1366159,137233,10,25,14,4,DUO_SUPPORT,BOT
1335262,1366160,137234,1,121,11,4,NONE,JUNGLE
1335263,1366161,137234,2,1,6,4,SOLO,TOP
1335264,1366162,137234,3,412,14,4,DUO_SUPPORT,BOT
1335265,1366163,137234,4,63,4,6,SOLO,MID
1335266,1366164,137234,5,81,4,7,DUO_CARRY,BOT
1335267,1366165,137234,6,103,4,14,SOLO,MID
1335268,1366166,137234,7,420,4,12,SOLO,TOP
1335269,1366167,137234,8,51,7,4,DUO_CARRY,BOT
1335270,1366168,137234,9,143,4,3,DUO_SUPPORT,BOT
1335271,1366169,137234,10,64,11,4,NONE,JUNGLE
1335272,1366170,137235,1,254,11,4,NONE,JUNGLE
1335273,1366171,137235,2,4,4,6,SOLO,MID
1335274,1366172,137235,3,111,12,4,SOLO,TOP
1335275,1366173,137235,4,236,4,7,DUO_CARRY,BOT
1335276,1366174,137235,5,12,14,4,DUO_SUPPORT,BOT
1335277,1366175,137235,6,50,12,4,SOLO,TOP
1335278,1366176,137235,7,67,4,7,DUO_CARRY,BOT
1335279,1366177,137235,8,112,4,6,SOLO,MID
1335280,1366178,137235,9,40,4,3,DUO_SUPPORT,BOT
1335281,1366179,137235,10,120,6,11,NONE,JUNGLE
1335282,1366180,137236,1,56,11,4,NONE,JUNGLE
1335283,1366181,137236,2,41,3,4,SOLO,MID
1335284,1366182,137236,3,412,14,4,DUO_SUPPORT,BOT
1335285,1366183,137236,4,119,4,7,DUO_CARRY,BOT
1335286,1366184,137236,5,164,4,12,SOLO,TOP
1335287,1366185,137236,6,154,4,11,NONE,JUNGLE
1335288,1366186,137236,7,126,14,4,SOLO,TOP
1335289,1366187,137236,8,4,4,6,SOLO,MID
1335290,1366188,137236,9,110,4,7,DUO_CARRY,BOT
1335291,1366189,137236,10,53,3,4,DUO_SUPPORT,BOT
1335292,1366190,137237,1,101,21,4,SOLO,MID
1335293,1366191,137237,2,53,3,4,DUO_SUPPORT,BOT
1335294,1366192,137237,3,121,11,4,NONE,JUNGLE
1335295,1366193,137237,4,202,7,4,DUO_CARRY,BOT
1335296,1366194,137237,5,5,14,6,SOLO,TOP
1335297,1366195,137237,6,86,12,4,SOLO,TOP
1335298,1366196,137237,7,412,4,3,DUO_SUPPORT,BOT
1335299,1366197,137237,8,99,4,6,SOLO,MID
1335300,1366198,137237,9,110,4,7,DUO_CARRY,BOT
1335301,1366199,137237,10,64,11,4,NONE,JUNGLE
1335302,1366200,137238,1,67,7,4,DUO_CARRY,BOT
1335303,1366201,137238,2,254,11,4,NONE,JUNGLE
1335304,1366202,137238,3,122,12,4,SOLO,TOP
1335305,1366203,137238,4,99,4,6,SOLO,MID
1335306,1366204,137238,5,40,3,4,DUO_SUPPORT,BOT
1335307,1366205,137238,6,63,14,4,SOLO,MID
1335308,1366206,137238,7,164,4,11,NONE,JUNGLE
1335309,1366207,137238,8,115,4,3,DUO_SUPPORT,BOT
1335310,1366208,137238,9,92,12,4,SOLO,TOP
1335311,1366209,137238,10,51,7,4,DUO_CARRY,BOT
1335312,1366210,137239,1,12,3,4,DUO_SUPPORT,BOT
1335313,1366211,137239,2,222,7,4,DUO_CARRY,BOT
1335314,1366212,137239,3,62,4,12,SOLO,TOP
1335315,1366213,137239,4,1,4,6,SOLO,MID
1335316,1366214,137239,5,120,11,6,NONE,JUNGLE
1335317,1366215,137239,6,143,4,3,DUO_SUPPORT,BOT
1335318,1366216,137239,7,238,14,4,SOLO,MID
1335319,1366217,137239,8,427,11,4,NONE,JUNGLE
1335320,1366218,137239,9,43,12,4,SOLO,TOP
1335321,1366219,137239,10,51,7,4,DUO_CARRY,BOT
1335322,1366220,137240,1,53,4,11,DUO_SUPPORT,BOT
1335323,1366221,137240,2,202,7,4,DUO_CARRY,BOT
1335324,1366222,137240,3,55,14,4,SOLO,MID
1335325,1366223,137240,4,41,12,4,SOLO,TOP
1335326,1366224,137240,5,62,4,11,NONE,JUNGLE
1335327,1366225,137240,6,78,12,4,SOLO,TOP
1335328,1366226,137240,7,121,4,11,NONE,JUNGLE
1335329,1366227,137240,8,412,4,3,DUO_SUPPORT,BOT
1335330,1366228,137240,9,236,4,7,DUO_CARRY,BOT
1335331,1366229,137240,10,112,4,6,SOLO,MID
1335332,1366230,137241,1,245,4,14,SOLO,MID
1335333,1366231,137241,2,13,4,12,SOLO,TOP
1335334,1366232,137241,3,119,7,4,DUO_CARRY,BOT
1335335,1366233,137241,4,201,4,3,DUO_SUPPORT,BOT
1335336,1366234,137241,5,56,11,4,NONE,JUNGLE
1335337,1366235,137241,6,90,4,3,DUO_SUPPORT,BOT
1335338,1366236,137241,7,55,4,14,SOLO,MID
1335339,1366237,137241,8,106,4,12,SOLO,TOP
1335340,1366238,137241,9,51,4,7,DUO_CARRY,BOT
1335341,1366239,137241,10,254,11,4,NONE,JUNGLE
1335342,1366240,137242,1,27,12,6,SOLO,TOP
1335343,1366241,137242,2,236,4,7,DUO_CARRY,BOT
1335344,1366242,137242,3,40,3,4,DUO_SUPPORT,BOT
1335345,1366243,137242,4,55,4,14,SOLO,MID
1335346,1366244,137242,5,64,4,11,NONE,JUNGLE
1335347,1366245,137242,6,51,4,7,DUO_CARRY,BOT
1335348,1366246,137242,7,35,12,14,SOLO,TOP
1335349,1366247,137242,8,90,4,3,DUO_SUPPORT,BOT
1335350,1366248,137242,9,61,4,6,SOLO,MID
1335351,1366249,137242,10,254,11,4,NONE,JUNGLE
1335352,1366250,137243,1,75,6,12,SOLO,TOP
1335353,1366251,137243,2,25,4,3,DUO_SUPPORT,BOT
1335354,1366252,137243,3,55,14,4,SOLO,MID
1335355,1366253,137243,4,64,11,4,NONE,JUNGLE
1335356,1366254,137243,5,222,4,7,DUO_CARRY,BOT
1335357,1366255,137243,6,15,7,4,DUO_CARRY,BOT
1335358,1366256,137243,7,85,4,3,DUO_SUPPORT,BOT
1335359,1366257,137243,8,27,14,6,SOLO,TOP
1335360,1366258,137243,9,102,4,11,NONE,JUNGLE
1335361,1366259,137243,10,99,3,4,SOLO,MID
1335362,1366260,137244,1,51,7,4,DUO_CARRY,BOT
1335363,1366261,137244,2,245,4,12,SOLO,MID
1335364,1366262,137244,3,90,4,3,DUO_SUPPORT,BOT
1335365,1366263,137244,4,68,12,4,SOLO,TOP
1335366,1366264,137244,5,120,11,6,NONE,JUNGLE
1335367,1366265,137244,6,64,4,11,NONE,JUNGLE
1335368,1366266,137244,7,3,14,4,SOLO,MID
1335369,1366267,137244,8,432,4,14,DUO_SUPPORT,BOT
1335370,1366268,137244,9,92,12,4,SOLO,TOP
1335371,1366269,137244,10,115,4,7,DUO_CARRY,BOT
1335372,1366270,137245,1,161,3,4,DUO,BOT
1335373,1366271,137245,2,80,12,4,SOLO,TOP
1335374,1366272,137245,3,42,7,4,DUO,BOT
1335375,1366273,137245,4,8,4,6,SOLO,MID
1335376,1366274,137245,5,32,4,11,NONE,JUNGLE
1335377,1366275,137245,6,202,7,4,DUO,BOT
1335378,1366276,137245,7,120,11,6,NONE,JUNGLE
1335379,1366277,137245,8,27,12,6,SOLO,TOP
1335380,1366278,137245,9,245,4,12,SOLO,MID
1335381,1366279,137245,10,90,4,3,DUO,BOT
1335382,1366280,137246,1,59,12,4,SOLO,TOP
1335383,1366281,137246,2,64,4,11,NONE,JUNGLE
1335384,1366282,137246,3,110,7,4,DUO_CARRY,BOT
