,id,matchid,player,championid,ss1,ss2,role,position
1333985,1364883,137106,4,64,11,4,NONE,JUNGLE
1333986,1364884,137106,5,111,12,4,SOLO,TOP
1333987,1364885,137106,6,105,4,14,SOLO,MID
1333988,1364886,137106,7,78,4,14,DUO,BOT
1333989,1364887,137106,8,429,4,7,DUO,BOT
1333990,1364888,137106,9,120,11,6,NONE,JUNGLE
1333991,1364889,137106,10,122,6,4,SOLO,TOP
1333992,1364890,137107,1,104,4,11,NONE,JUNGLE
1333993,1364891,137107,2,98,12,4,SOLO,TOP
1333994,1364892,137107,3,51,4,7,DUO_CARRY,BOT
1333995,1364893,137107,4,117,4,12,SOLO,MID
1333996,1364894,137107,5,201,4,3,DUO_SUPPORT,BOT
1333997,1364895,137107,6,110,4,7,DUO_CARRY,BOT
1333998,1364896,137107,7,50,4,12,SOLO,TOP
1333999,1364897,137107,8,238,4,14,SOLO,MID
1334000,1364898,137107,9,43,3,4,DUO_SUPPORT,BOT
1334001,1364899,137107,10,29,4,11,NONE,JUNGLE
1334002,1364900,137108,1,29,4,7,DUO_CARRY,BOT
1334003,1364901,137108,2,26,4,3,DUO_SUPPORT,BOT
1334004,1364902,137108,3,134,6,4,SOLO,MID
1334005,1364903,137108,4,98,4,12,SOLO,TOP
1334006,1364904,137108,5,104,4,11,NONE,JUNGLE
1334007,1364905,137108,6,68,4,12,SOLO,TOP
1334008,1364906,137108,7,121,4,11,NONE,JUNGLE
1334009,1364907,137108,8,53,4,3,DUO_SUPPORT,BOT
1334010,1364908,137108,9,498,4,7,DUO_CARRY,BOT
1334011,1364909,137108,10,61,21,4,SOLO,MID
1334012,1364910,137109,1,498,4,7,DUO_CARRY,BOT
1334013,1364911,137109,2,121,4,11,NONE,JUNGLE
1334014,1364912,137109,3,17,4,14,SOLO,TOP
1334015,1364913,137109,4,25,4,12,SOLO,MID
1334016,1364914,137109,5,201,4,3,DUO_SUPPORT,BOT
1334017,1364915,137109,6,266,12,4,SOLO,TOP
1334018,1364916,137109,7,51,4,7,DUO_CARRY,BOT
1334019,1364917,137109,8,63,14,4,DUO_SUPPORT,BOT
1334020,1364918,137109,9,60,4,11,NONE,JUNGLE
1334021,1364919,137109,10,103,4,14,SOLO,MID
1334022,1364920,137110,1,238,14,4,SOLO,MID
1334023,1364921,137110,2,68,12,4,SOLO,TOP
1334024,1364922,137110,3,64,4,11,NONE,JUNGLE
1334025,1364923,137110,4,16,4,3,DUO_SUPPORT,BOT
1334026,1364924,137110,5,119,4,7,DUO_CARRY,BOT
1334027,1364925,137110,6,56,4,11,NONE,JUNGLE
1334028,1364926,137110,7,29,4,7,DUO_CARRY,BOT
1334029,1364927,137110,8,26,4,3,DUO_SUPPORT,BOT
1334030,1364928,137110,9,61,4,3,SOLO,MID
1334031,1364929,137110,10,4,4,12,SOLO,TOP
1334032,1364930,137111,1,61,4,3,SOLO,MID
1334033,1364931,137111,2,202,4,7,DUO_CARRY,BOT
1334034,1364932,137111,3,41,12,4,SOLO,TOP
1334035,1364933,137111,4,21,3,4,DUO_SUPPORT,BOT
1334036,1364934,137111,5,35,11,14,NONE,JUNGLE
1334037,1364935,137111,6,103,4,12,SOLO,MID
1334038,1364936,137111,7,143,4,14,DUO_SUPPORT,BOT
1334039,1364937,137111,8,498,7,4,DUO_CARRY,BOT
1334040,1364938,137111,9,201,11,4,NONE,JUNGLE
1334041,1364939,137111,10,126,4,14,SOLO,TOP
1334042,1364940,137112,1,121,11,4,NONE,JUNGLE
1334043,1364941,137112,2,122,6,4,SOLO,TOP
1334044,1364942,137112,3,267,4,3,DUO_SUPPORT,BOT
1334045,1364943,137112,4,51,7,4,DUO_CARRY,BOT
1334046,1364944,137112,5,103,14,4,SOLO,MID
1334047,1364945,137112,6,29,4,7,DUO_CARRY,BOT
1334048,1364946,137112,7,24,14,4,SOLO,TOP
1334049,1364947,137112,8,90,4,6,SOLO,MID
1334050,1364948,137112,9,25,4,3,DUO_SUPPORT,BOT
1334051,1364949,137112,10,64,4,11,NONE,JUNGLE
1334052,1364950,137113,1,35,14,11,NONE,JUNGLE
1334053,1364951,137113,2,101,3,4,SOLO,BOT
1334054,1364952,137113,3,58,12,4,SOLO,TOP
1334055,1364953,137113,4,40,4,7,NONE,JUNGLE
1334056,1364954,137113,5,103,4,12,SOLO,MID
1334057,1364955,137113,6,43,4,3,DUO_SUPPORT,BOT
1334058,1364956,137113,7,236,4,7,DUO_CARRY,BOT
1334059,1364957,137113,8,60,11,4,NONE,JUNGLE
1334060,1364958,137113,9,98,12,4,SOLO,TOP
1334061,1364959,137113,10,127,4,14,SOLO,MID
1334062,1364960,137114,1,51,7,4,DUO_CARRY,BOT
1334063,1364961,137114,2,432,14,4,DUO_SUPPORT,BOT
1334064,1364962,137114,3,427,4,11,NONE,JUNGLE
1334065,1364963,137114,4,39,12,4,SOLO,TOP
1334066,1364964,137114,5,103,4,12,SOLO,MID
1334067,1364965,137114,6,126,4,12,SOLO,TOP
1334068,1364966,137114,7,60,11,4,NONE,JUNGLE
1334069,1364967,137114,8,157,14,4,SOLO,MID
1334070,1364968,137114,9,202,4,7,DUO_CARRY,BOT
1334071,1364969,137114,10,201,4,3,DUO_SUPPORT,BOT
1334072,1364970,137115,1,29,7,4,DUO_CARRY,BOT
1334073,1364971,137115,2,106,11,4,NONE,JUNGLE
1334074,1364972,137115,3,99,4,14,DUO_SUPPORT,BOT
1334075,1364973,137115,4,37,4,14,SOLO,MID
1334076,1364974,137115,5,114,4,12,SOLO,TOP
1334077,1364975,137115,6,105,12,4,SOLO,MID
1334078,1364976,137115,7,98,4,12,SOLO,TOP
1334079,1364977,137115,8,40,4,3,DUO_SUPPORT,BOT
1334080,1364978,137115,9,202,4,7,DUO_CARRY,BOT
1334081,1364979,137115,10,64,11,4,NONE,JUNGLE
1334082,1364980,137116,1,64,11,4,NONE,JUNGLE
1334083,1364981,137116,2,99,3,4,SOLO,MID
1334084,1364982,137116,3,58,4,12,SOLO,TOP
1334085,1364983,137116,4,222,4,7,DUO_CARRY,BOT
1334086,1364984,137116,5,201,4,3,DUO_SUPPORT,BOT
1334087,1364985,137116,6,37,4,14,DUO_CARRY,BOT
1334088,1364986,137116,7,266,12,4,SOLO,TOP
1334089,1364987,137116,8,53,4,14,DUO_SUPPORT,BOT
1334090,1364988,137116,9,56,11,4,NONE,JUNGLE
1334091,1364989,137116,10,7,14,4,SOLO,MID
1334092,1364990,137117,1,99,4,14,SOLO,MID
1334093,1364991,137117,2,157,4,3,SOLO,TOP
1334094,1364992,137117,3,25,4,3,DUO_SUPPORT,BOT
1334095,1364993,137117,4,236,4,7,DUO_CARRY,BOT
1334096,1364994,137117,5,154,4,11,NONE,JUNGLE
1334097,1364995,137117,6,114,12,4,SOLO,TOP
1334098,1364996,137117,7,29,4,7,DUO_CARRY,BOT
1334099,1364997,137117,8,201,4,3,DUO_SUPPORT,BOT
1334100,1364998,137117,9,64,4,11,NONE,JUNGLE
1334101,1364999,137117,10,134,6,4,SOLO,MID
1334102,1365000,137118,1,122,12,4,SOLO,TOP
1334103,1365001,137118,2,119,7,4,DUO_CARRY,BOT
1334104,1365002,137118,3,432,4,3,DUO_SUPPORT,BOT
1334105,1365003,137118,4,245,4,14,SOLO,MID
1334106,1365004,137118,5,5,11,4,NONE,JUNGLE
1334107,1365005,137118,6,26,3,4,DUO_SUPPORT,BOT
1334108,1365006,137118,7,29,4,7,DUO_CARRY,BOT
1334109,1365007,137118,8,92,11,4,NONE,JUNGLE
1334110,1365008,137118,9,117,4,14,SOLO,MID
1334111,1365009,137118,10,78,4,12,SOLO,TOP
1334112,1365010,137119,1,27,6,12,SOLO,TOP
1334113,1365011,137119,2,9,11,4,NONE,JUNGLE
1334114,1365012,137119,3,498,4,7,DUO_CARRY,BOT
1334115,1365013,137119,4,267,3,4,DUO_SUPPORT,BOT
1334116,1365014,137119,5,157,3,4,SOLO,MID
1334117,1365015,137119,6,28,14,11,NONE,JUNGLE
1334118,1365016,137119,7,122,6,4,SOLO,TOP
1334119,1365017,137119,8,236,4,7,DUO_CARRY,BOT
1334120,1365018,137119,9,412,3,4,DUO_SUPPORT,BOT
1334121,1365019,137119,10,112,6,4,SOLO,MID
1334122,1365020,137120,1,4,4,12,SOLO,MID
1334123,1365021,137120,2,29,4,7,DUO_CARRY,BOT
1334124,1365022,137120,3,26,4,3,DUO_SUPPORT,BOT
1334125,1365023,137120,4,58,4,14,SOLO,TOP
1334126,1365024,137120,5,121,11,4,NONE,JUNGLE
1334127,1365025,137120,6,85,3,4,DUO_SUPPORT,BOT
1334128,1365026,137120,7,103,4,14,SOLO,MID
1334129,1365027,137120,8,64,4,11,NONE,JUNGLE
1334130,1365028,137120,9,222,4,7,DUO_CARRY,BOT
1334131,1365029,137120,10,80,14,4,SOLO,TOP
1334132,1365030,137121,1,222,7,4,DUO_CARRY,BOT
1334133,1365031,137121,2,157,14,4,SOLO,MID
1334134,1365032,137121,3,114,6,12,SOLO,TOP
1334135,1365033,137121,4,143,14,4,DUO_SUPPORT,BOT
1334136,1365034,137121,5,106,4,11,NONE,JUNGLE
1334137,1365035,137121,6,28,11,14,NONE,JUNGLE
1334138,1365036,137121,7,136,4,3,SOLO,MID
1334139,1365037,137121,8,27,6,12,SOLO,TOP
1334140,1365038,137121,9,29,4,7,DUO_CARRY,BOT
1334141,1365039,137121,10,26,4,3,DUO_SUPPORT,BOT
1334142,1365040,137122,1,105,14,12,SOLO,TOP
1334143,1365041,137122,2,104,11,4,NONE,JUNGLE
1334144,1365042,137122,3,10,3,4,SOLO,MID
1334145,1365043,137122,4,25,3,4,DUO_SUPPORT,BOT
1334146,1365044,137122,5,110,7,4,DUO_CARRY,BOT
1334147,1365045,137122,6,29,4,7,DUO_CARRY,BOT
1334148,1365046,137122,7,26,4,3,DUO_SUPPORT,BOT
1334149,1365047,137122,8,7,12,4,SOLO,MID
1334150,1365048,137122,9,3,4,11,NONE,JUNGLE
1334151,1365049,137122,10,126,4,12,SOLO,TOP
1334152,1365050,137123,1,104,11,4,DUO_SUPPORT,MID
1334153,1365051,137123,2,498,4,7,DUO_CARRY,BOT
1334154,1365052,137123,3,497,3,4,DUO_SUPPORT,BOT
1334155,1365053,137123,4,48,12,4,SOLO,TOP
1334156,1365054,137123,5,136,21,4,DUO_CARRY,MID
1334157,1365055,137123,6,103,14,4,SOLO,MID
1334158,1365056,137123,7,92,4,12,SOLO,TOP
1334159,1365057,137123,8,29,4,7,DUO_CARRY,BOT
1334160,1365058,137123,9,26,4,3,DUO_SUPPORT,BOT
1334161,1365059,137123,10,35,14,11,NONE,JUNGLE
1334162,1365060,137124,1,412,3,4,DUO_SUPPORT,BOT
1334163,1365061,137124,2,80,12,4,SOLO,TOP
1334164,1365062,137124,3,8,6,4,SOLO,MID
1334165,1365063,137124,4,29,4,7,DUO_CARRY,BOT
1334166,1365064,137124,5,5,11,4,NONE,JUNGLE
1334167,1365065,137124,6,90,4,11,NONE,JUNGLE
1334168,1365066,137124,7,67,7,4,DUO_CARRY,BOT
1334169,1365067,137124,8,40,4,14,DUO_SUPPORT,BOT
1334170,1365068,137124,9,240,12,4,SOLO,TOP
1334171,1365069,137124,10,134,4,21,SOLO,MID
1334172,1365070,137125,1,92,4,12,SOLO,TOP
1334173,1365071,137125,2,29,4,7,DUO_CARRY,BOT
1334174,1365072,137125,3,26,4,3,DUO_SUPPORT,BOT
1334175,1365073,137125,4,24,6,11,NONE,JUNGLE
1334176,1365074,137125,5,38,4,14,SOLO,MID
1334177,1365075,137125,6,56,4,11,NONE,JUNGLE
1334178,1365076,137125,7,22,4,7,DUO_CARRY,BOT
1334179,1365077,137125,8,63,4,14,DUO_SUPPORT,BOT
1334180,1365078,137125,9,103,4,14,SOLO,MID
1334181,1365079,137125,10,157,4,12,SOLO,TOP
1334182,1365080,137126,1,89,4,14,DUO_SUPPORT,BOT
1334183,1365081,137126,2,4,3,4,SOLO,MID
1334184,1365082,137126,3,86,4,12,SOLO,TOP
1334185,1365083,137126,4,236,7,4,DUO_CARRY,BOT
1334186,1365084,137126,5,64,11,4,NONE,JUNGLE
1334187,1365085,137126,6,114,12,4,SOLO,TOP
1334188,1365086,137126,7,63,14,4,SOLO,MID
1334189,1365087,137126,8,29,4,7,DUO_CARRY,BOT
1334190,1365088,137126,9,26,4,3,DUO_SUPPORT,BOT
1334191,1365089,137126,10,56,11,4,NONE,JUNGLE
1334192,1365090,137127,1,31,4,14,SOLO,MID
1334193,1365091,137127,2,29,4,7,DUO_CARRY,BOT
1334194,1365092,137127,3,26,4,3,DUO_SUPPORT,BOT
1334195,1365093,137127,4,11,11,4,NONE,JUNGLE
1334196,1365094,137127,5,58,14,4,SOLO,TOP
1334197,1365095,137127,6,5,11,4,NONE,JUNGLE
1334198,1365096,137127,7,7,4,14,SOLO,MID
1334199,1365097,137127,8,497,4,3,NONE,JUNGLE
1334200,1365098,137127,9,498,7,4,SOLO,BOT
1334201,1365099,137127,10,240,12,4,SOLO,TOP
1334202,1365100,137128,1,103,4,14,SOLO,MID
1334203,1365101,137128,2,117,3,4,DUO_SUPPORT,BOT
1334204,1365102,137128,3,80,4,14,SOLO,TOP
1334205,1365103,137128,4,64,11,4,NONE,JUNGLE
1334206,1365104,137128,5,67,4,7,DUO_CARRY,BOT
1334207,1365105,137128,6,39,4,12,SOLO,TOP
1334208,1365106,137128,7,35,11,14,NONE,JUNGLE
1334209,1365107,137128,8,498,4,7,DUO_CARRY,BOT
1334210,1365108,137128,9,90,4,6,SOLO,MID
1334211,1365109,137128,10,497,4,3,DUO_SUPPORT,BOT
1334212,1365110,137129,1,498,7,4,DUO_CARRY,BOT
1334213,1365111,137129,2,32,4,11,NONE,JUNGLE
1334214,1365112,137129,3,99,4,3,DUO_SUPPORT,BOT
1334215,1365113,137129,4,24,4,12,SOLO,TOP
1334216,1365114,137129,5,105,4,14,SOLO,MID
1334217,1365115,137129,6,98,4,12,SOLO,TOP
1334218,1365116,137129,7,64,4,11,NONE,JUNGLE
1334219,1365117,137129,8,26,4,3,DUO_SUPPORT,BOT
1334220,1365118,137129,9,67,7,4,DUO_CARRY,BOT
1334221,1365119,137129,10,131,14,4,SOLO,MID
1334222,1365120,137130,1,55,4,14,DUO,MID
1334223,1365121,137130,2,120,6,11,DUO,MID
1334224,1365122,137130,3,68,4,12,SOLO,TOP
1334225,1365123,137130,4,22,4,7,DUO_CARRY,BOT
1334226,1365124,137130,5,497,4,3,DUO_SUPPORT,BOT
1334227,1365125,137130,6,64,4,11,NONE,JUNGLE
1334228,1365126,137130,7,26,4,3,DUO_SUPPORT,BOT
1334229,1365127,137130,8,75,12,4,SOLO,TOP
1334230,1365128,137130,9,81,7,4,DUO_CARRY,BOT
1334231,1365129,137130,10,61,4,14,SOLO,MID
1334232,1365130,137131,1,103,14,4,SOLO,MID
1334233,1365131,137131,2,236,4,7,DUO_CARRY,BOT
1334234,1365132,137131,3,31,12,4,SOLO,TOP
1334235,1365133,137131,4,56,11,4,NONE,JUNGLE
1334236,1365134,137131,5,12,3,4,DUO_SUPPORT,BOT
1334237,1365135,137131,6,90,4,6,SOLO,MID
1334238,1365136,137131,7,497,4,3,DUO_SUPPORT,BOT
1334239,1365137,137131,8,498,7,4,DUO_CARRY,BOT
1334240,1365138,137131,9,19,6,11,NONE,JUNGLE
1334241,1365139,137131,10,98,12,4,SOLO,TOP
1334242,1365140,137132,1,79,4,11,NONE,JUNGLE
1334243,1365141,137132,2,81,4,7,DUO_CARRY,BOT
1334244,1365142,137132,3,53,3,4,DUO_SUPPORT,BOT
1334245,1365143,137132,4,45,4,6,SOLO,MID
1334246,1365144,137132,5,67,4,6,SOLO,TOP
1334247,1365145,137132,6,498,7,4,DUO_CARRY,BOT
1334248,1365146,137132,7,115,4,7,SOLO,MID
1334249,1365147,137132,8,497,4,3,DUO_SUPPORT,BOT
1334250,1365148,137132,9,68,12,4,SOLO,TOP
1334251,1365149,137132,10,5,11,4,NONE,JUNGLE
1334252,1365150,137133,1,103,4,12,SOLO,MID
1334253,1365151,137133,2,267,4,3,DUO_SUPPORT,BOT
1334254,1365152,137133,3,62,4,11,NONE,JUNGLE
1334255,1365153,137133,4,53,4,14,SOLO,TOP
1334256,1365154,137133,5,236,4,7,DUO_CARRY,BOT
1334257,1365155,137133,6,68,12,4,SOLO,TOP
1334258,1365156,137133,7,28,11,14,NONE,JUNGLE
1334259,1365157,137133,8,498,4,7,DUO_CARRY,BOT
1334260,1365158,137133,9,63,12,4,SOLO,MID
1334261,1365159,137133,10,43,4,3,DUO_SUPPORT,BOT
1334262,1365160,137134,1,25,3,4,DUO_SUPPORT,BOT
1334263,1365161,137134,2,120,11,6,NONE,JUNGLE
1334264,1365162,137134,3,110,21,4,SOLO,MID
1334265,1365163,137134,4,498,7,4,DUO_CARRY,BOT
1334266,1365164,137134,5,68,12,4,SOLO,TOP
1334267,1365165,137134,6,8,12,4,SOLO,TOP
1334268,1365166,137134,7,202,7,4,DUO_CARRY,BOT
1334269,1365167,137134,8,134,6,4,SOLO,MID
1334270,1365168,137134,9,64,4,11,NONE,JUNGLE
1334271,1365169,137134,10,223,4,14,DUO_SUPPORT,BOT
1334272,1365170,137135,1,40,3,4,DUO_SUPPORT,BOT
1334273,1365171,137135,2,236,4,7,DUO_CARRY,BOT
1334274,1365172,137135,3,131,4,14,SOLO,MID
1334275,1365173,137135,4,2,11,6,NONE,JUNGLE
1334276,1365174,137135,5,83,4,12,SOLO,TOP
1334277,1365175,137135,6,120,11,6,NONE,JUNGLE
1334278,1365176,137135,7,114,4,12,SOLO,TOP
1334279,1365177,137135,8,136,4,7,SOLO,MID
1334280,1365178,137135,9,25,4,3,DUO_SUPPORT,BOT
1334281,1365179,137135,10,81,4,7,DUO_CARRY,BOT
1334282,1365180,137136,1,16,3,4,DUO_SUPPORT,BOT
1334283,1365181,137136,2,58,12,4,SOLO,TOP
1334284,1365182,137136,3,104,11,4,NONE,JUNGLE
1334285,1365183,137136,4,51,7,4,DUO_CARRY,BOT
1334286,1365184,137136,5,8,4,6,SOLO,MID
1334287,1365185,137136,6,498,4,7,DUO_CARRY,BOT
1334288,1365186,137136,7,30,4,12,SOLO,MID
1334289,1365187,137136,8,44,14,4,DUO_SUPPORT,BOT
1334290,1365188,137136,9,79,4,12,SOLO,TOP
1334291,1365189,137136,10,32,11,4,NONE,JUNGLE
1334292,1365190,137137,1,104,11,4,NONE,JUNGLE
1334293,1365191,137137,2,61,6,4,SOLO,MID
1334294,1365192,137137,3,63,14,4,DUO_SUPPORT,BOT
1334295,1365193,137137,4,39,4,12,SOLO,TOP
1334296,1365194,137137,5,133,7,4,DUO_CARRY,BOT
1334297,1365195,137137,6,58,12,4,SOLO,TOP
1334298,1365196,137137,7,15,4,7,DUO_CARRY,BOT
1334299,1365197,137137,8,161,4,21,SOLO,MID
1334300,1365198,137137,9,143,4,14,DUO_SUPPORT,BOT
1334301,1365199,137137,10,11,11,12,NONE,JUNGLE
1334302,1365200,137138,1,236,7,4,DUO_CARRY,BOT
1334303,1365201,137138,2,105,4,14,SOLO,MID
1334304,1365202,137138,3,143,4,14,DUO_SUPPORT,BOT
1334305,1365203,137138,4,64,4,11,NONE,JUNGLE
1334306,1365204,137138,5,240,4,12,SOLO,TOP
1334307,1365205,137138,6,4,6,4,SOLO,MID
1334308,1365206,137138,7,126,4,12,SOLO,TOP
1334309,1365207,137138,8,117,3,4,DUO_SUPPORT,BOT
1334310,1365208,137138,9,154,11,4,NONE,JUNGLE
1334311,1365209,137138,10,22,7,4,DUO_CARRY,BOT
1334312,1365210,137139,1,157,12,4,SOLO,TOP
1334313,1365211,137139,2,64,11,4,NONE,JUNGLE
1334314,1365212,137139,3,99,4,7,SOLO,MID
1334315,1365213,137139,4,497,4,3,DUO_SUPPORT,BOT
1334316,1365214,137139,5,236,4,7,DUO_CARRY,BOT
1334317,1365215,137139,6,432,3,4,DUO_SUPPORT,BOT
1334318,1365216,137139,7,81,7,4,DUO_CARRY,BOT
1334319,1365217,137139,8,105,4,14,SOLO,MID
1334320,1365218,137139,9,19,4,11,NONE,JUNGLE
1334321,1365219,137139,10,37,4,14,SOLO,TOP
1334322,1365220,137140,1,1,4,14,SOLO,MID
1334323,1365221,137140,2,51,4,7,DUO_CARRY,BOT
1334324,1365222,137140,3,201,3,4,DUO_SUPPORT,BOT
1334325,1365223,137140,4,28,11,4,NONE,JUNGLE
1334326,1365224,137140,5,5,4,12,SOLO,TOP
1334327,1365225,137140,6,238,4,12,SOLO,TOP
1334328,1365226,137140,7,497,4,14,DUO_SUPPORT,BOT
1334329,1365227,137140,8,81,7,4,DUO_CARRY,BOT
1334330,1365228,137140,9,61,4,7,SOLO,MID
1334331,1365229,137140,10,60,4,11,NONE,JUNGLE
1334332,1365230,137141,1,245,4,14,SOLO,MID
1334333,1365231,137141,2,51,7,4,DUO_CARRY,BOT
1334334,1365232,137141,3,53,4,14,DUO_SUPPORT,BOT
1334335,1365233,137141,4,427,4,11,NONE,JUNGLE
1334336,1365234,137141,5,107,14,4,SOLO,TOP
1334337,1365235,137141,6,122,12,4,SOLO,TOP
1334338,1365236,137141,7,105,11,4,NONE,JUNGLE
1334339,1365237,137141,8,236,4,7,DUO_CARRY,BOT
1334340,1365238,137141,9,4,4,6,SOLO,MID
1334341,1365239,137141,10,37,14,4,DUO_SUPPORT,BOT
1334342,1365240,137142,1,60,11,4,NONE,JUNGLE
1334343,1365241,137142,2,67,7,4,DUO_CARRY,BOT
1334344,1365242,137142,3,90,6,4,SOLO,MID
1334345,1365243,137142,4,17,4,14,SOLO,TOP
1334346,1365244,137142,5,53,4,3,DUO_SUPPORT,BOT
1334347,1365245,137142,6,81,4,7,DUO_CARRY,BOT
1334348,1365246,137142,7,143,4,14,DUO_SUPPORT,BOT
1334349,1365247,137142,8,91,3,4,SOLO,MID
1334350,1365248,137142,9,98,12,4,SOLO,TOP
1334351,1365249,137142,10,427,4,11,NONE,JUNGLE
1334352,1365250,137143,1,51,7,4,DUO_CARRY,BOT
1334353,1365251,137143,2,102,14,11,NONE,JUNGLE
1334354,1365252,137143,3,16,3,4,DUO_SUPPORT,BOT
1334355,1365253,137143,4,17,4,14,SOLO,TOP
1334356,1365254,137143,5,7,4,14,SOLO,MID
1334357,1365255,137143,6,29,4,7,DUO_CARRY,BOT
1334358,1365256,137143,7,497,4,3,DUO_SUPPORT,BOT
1334359,1365257,137143,8,61,4,14,SOLO,MID
1334360,1365258,137143,9,64,11,4,NONE,JUNGLE
1334361,1365259,137143,10,240,12,4,SOLO,TOP
1334362,1365260,137144,1,83,4,12,SOLO,TOP
1334363,1365261,137144,2,1,4,14,SOLO,MID
1334364,1365262,137144,3,43,14,4,DUO_SUPPORT,BOT
1334365,1365263,137144,4,120,11,6,NONE,JUNGLE
1334366,1365264,137144,5,22,4,7,DUO_CARRY,BOT
1334367,1365265,137144,6,103,4,14,SOLO,MID
1334368,1365266,137144,7,26,4,3,DUO_SUPPORT,BOT
1334369,1365267,137144,8,35,11,14,NONE,JUNGLE
1334370,1365268,137144,9,96,7,4,DUO_CARRY,BOT
1334371,1365269,137144,10,122,6,4,SOLO,TOP
1334372,1365270,137145,1,3,12,4,DUO,MID
1334373,1365271,137145,2,99,4,3,DUO,BOT
1334374,1365272,137145,3,202,4,7,DUO,BOT
1334375,1365273,137145,4,134,7,4,DUO,MID
1334376,1365274,137145,5,120,11,6,NONE,JUNGLE
1334377,1365275,137145,6,45,4,6,SOLO,MID
1334378,1365276,137145,7,26,4,3,DUO,BOT
1334379,1365277,137145,8,51,4,7,DUO,BOT
1334380,1365278,137145,9,39,12,4,SOLO,TOP
1334381,1365279,137145,10,254,4,11,NONE,JUNGLE
1334382,1365280,137146,1,92,4,3,SOLO,TOP
1334383,1365281,137146,2,99,4,7,SOLO,MID
1334384,1365282,137146,3,143,4,14,DUO_SUPPORT,BOT
1334385,1365283,137146,4,60,4,11,NONE,JUNGLE
1334386,1365284,137146,5,81,4,7,DUO_CARRY,BOT
1334387,1365285,137146,6,222,4,7,DUO_CARRY,BOT
1334388,1365286,137146,7,5,11,4,NONE,JUNGLE
1334389,1365287,137146,8,53,4,14,DUO_SUPPORT,BOT
1334390,1365288,137146,9,58,12,4,SOLO,TOP
1334391,1365289,137146,10,163,14,4,SOLO,MID
1334392,1365290,137147,1,103,4,14,SOLO,MID
1334393,1365291,137147,2,110,4,7,DUO_CARRY,BOT
1334394,1365292,137147,3,60,11,4,NONE,JUNGLE
1334395,1365293,137147,4,3,12,4,SOLO,TOP
1334396,1365294,137147,5,412,4,14,DUO_SUPPORT,BOT
1334397,1365295,137147,6,98,12,4,SOLO,TOP
1334398,1365296,137147,7,222,7,4,DUO_CARRY,BOT
1334399,1365297,137147,8,5,4,11,NONE,JUNGLE
1334400,1365298,137147,9,1,4,14,SOLO,MID
1334401,1365299,137147,10,143,4,14,DUO_SUPPORT,BOT
1334402,1365300,137148,1,51,7,4,DUO_CARRY,BOT
1334403,1365301,137148,2,64,11,4,NONE,JUNGLE
1334404,1365302,137148,3,4,4,14,SOLO,MID
1334405,1365303,137148,4,43,3,4,DUO_SUPPORT,BOT
1334406,1365304,137148,5,105,12,4,SOLO,TOP
1334407,1365305,137148,6,55,4,12,SOLO,MID
1334408,1365306,137148,7,143,4,14,DUO_SUPPORT,BOT
1334409,1365307,137148,8,79,4,12,SOLO,TOP
1334410,1365308,137148,9,22,4,7,DUO_CARRY,BOT
1334411,1365309,137148,10,32,11,4,NONE,JUNGLE
1334412,1365310,137149,1,81,7,4,DUO_CARRY,BOT
1334413,1365311,137149,2,89,4,3,DUO_SUPPORT,BOT
1334414,1365312,137149,3,154,4,11,NONE,JUNGLE
1334415,1365313,137149,4,101,6,4,SOLO,MID
1334416,1365314,137149,5,164,4,12,SOLO,TOP
1334417,1365315,137149,6,104,4,11,NONE,JUNGLE
1334418,1365316,137149,7,11,4,14,SOLO,TOP
1334419,1365317,137149,8,105,4,12,SOLO,MID
1334420,1365318,137149,9,25,4,14,DUO_SUPPORT,BOT
1334421,1365319,137149,10,51,4,7,DUO_CARRY,BOT
1334422,1365320,137150,1,8,14,4,SOLO,TOP
1334423,1365321,137150,2,103,4,14,SOLO,MID
1334424,1365322,137150,3,44,4,3,DUO_SUPPORT,BOT
1334425,1365323,137150,4,222,4,7,DUO_CARRY,BOT
1334426,1365324,137150,5,64,11,4,NONE,JUNGLE
1334427,1365325,137150,6,51,4,7,DUO_CARRY,BOT
1334428,1365326,137150,7,59,11,4,NONE,JUNGLE
1334429,1365327,137150,8,238,4,14,SOLO,TOP
1334430,1365328,137150,9,127,4,12,SOLO,MID
1334431,1365329,137150,10,143,4,14,DUO_SUPPORT,BOT
1334432,1365330,137151,1,412,4,14,DUO_SUPPORT,BOT
1334433,1365331,137151,2,86,12,4,SOLO,TOP
1334434,1365332,137151,3,19,11,4,NONE,JUNGLE
1334435,1365333,137151,4,103,4,14,SOLO,MID
1334436,1365334,137151,5,21,4,7,DUO_CARRY,BOT
1334437,1365335,137151,6,127,14,4,NONE,JUNGLE
1334438,1365336,137151,7,121,11,4,NONE,JUNGLE
1334439,1365337,137151,8,92,4,12,SOLO,TOP
1334440,1365338,137151,9,16,4,3,DUO_SUPPORT,BOT
1334441,1365339,137151,10,22,7,4,DUO_CARRY,BOT
1334442,1365340,137152,1,161,7,4,SOLO,MID
1334443,1365341,137152,2,54,12,4,SOLO,TOP
1334444,1365342,137152,3,81,7,4,DUO_CARRY,BOT
1334445,1365343,137152,4,32,4,11,NONE,JUNGLE
1334446,1365344,137152,5,432,4,3,DUO_SUPPORT,BOT
1334447,1365345,137152,6,136,4,6,SOLO,MID
1334448,1365346,137152,7,201,4,14,DUO_SUPPORT,BOT
